name,price_aed
SORAFINE CREMOGEL 75GM                            ,120
SPASMOLIFE 5MG/5ML SYRUP 100ML                    ,15
SPASMOMEN 40MG TAB 30'S                           ,46
"SPASO ROLL ON COLD ,COUGH PAIN RELIEF 8ML         ",15
SPASOCAL TAB 30'S                                 ,45
SPASOTRAN 100MG CAP 15'S (ITRACONAZOLE)           ,44.5
SPEDIFEN 600MG APRICOT 3G GRANULES SACHET 30'S    ,53.5
SPEDIFEN 600MG COLA-LEMON 3G GRANULES SACHET 30'S ,53.5
SPEMAN DS TABLETS 120'S                           ,21.5
SPORIDEX 500MG CAP 20'S                           ,21
"SPORLAC 1GM POWDER SACH 5""S                       ",22.5
"SPORLAC 1GM POWDER SACH 5""S                       ",22.5
SPORLAC PLUS 1GM SACH 10'S                        ,42.8
SPRAYMINTT MOUTH FRESHNER SPRAY 15GM              ,10.5
STATIX 20MG TAB 30'S                              ,103.5
STERIMAR BABY BLOCKED NOSE 50ML                   ,38
STERIMAR BABY NOSE HYGIENE 50ML                   ,37
STERIMAR BLOCKED NOSE 100ML                       ,47
STERIMAR NOSE HYGIENE 100ML                       ,44
STOPLICE ANTI LICE SHAMPOO 250ML                  ,69
SUALIN TABLETS 60'S                               ,16
SUDOCREAM 250GM                                   ,49
SUDOCREAM 60GM                                    ,20
SUMITA GEMSTONE GREEN CONTACT EYE LENSES          ,80
SUPIROCIN 2% OINTMENT 15GM                        ,21
SUPRAVIT MULTIVIT TAB 30'S                        ,59
SUPRAX 100MG/5ML SUSP 30ML                        ,25.5
SUPRAX 100MG/5ML SUSP 60ML                        ,45.5
SUPRAX 200MG CAP 6'S                              ,50
SUPRAX 400MG CAP 6'S                              ,83.5
SURGICAL SPIRIT W/SPRAY 250ML (CIBA)              ,0
"SUSTAYN 60MG TAB 3""S                              ",30.5
SWAMLO 10MG TAB 28'S                              ,54.5
SWAMLO 5MG TAB 28'S                               ,33
SWIFT OD 500MG TAB 7'S                            ,42
SYNCRODIN 3MG TAB 30S                             ,99.5
SYNJARDY 5MG/850MG TAB 60'S                       ,265.5
"SYNVISION TAB 30""S                                ",57.75
SYSTANE GEL DROPS 10ML                            ,52
SYSTANE HYDRATION UD E/D 0.7MLX30 VIALS           ,60.5
SYSTANE ULTRA EYE DROPS 10ML                      ,57.5
SYSTANE ULTRA UD E/D 0.7MLX30 VIALS               ,63
"TAAKAT PLUS M/VIT&MINERALS TAB 30""S               ",45
TABIFLEX-COOL 50GM                                ,13.5
TABUVAN 80MG F.C.TAB 30'S                         ,59
TACROZ FORTE 0.1% OINT 10GM                       ,35
TAKEPRON 15MG CAP 14'S                            ,43.5
TAKEPRON 30MG CAP 14'S                            ,83.5
TANDO 20MG TAB 4'S                                ,57.5
TANDO 5MG TAB 30'S                                ,156
TANFLEX PLUS ORAL SPRAY 30ML                      ,46.5
TARIVID 200MG TAB 10'S                            ,52
TATATA VITAMIN C KIDS GUMMIES 30S ORANGE          ,39
TAVACAN 500MG TAB 7'S                             ,96
TEARS NATURAL 11 EYE DROPS 15ML                   ,21
TEARS NATURAL 11 EYE DROPS 15ML                   ,21
TELASSMO 80/10MG TAB 28'S (TELMESARTAN/AMLODIPINE),88
TELASSMO 80/5MG TAB 28'S (TELMESARTAN/AMLODIPINE) ,88
TELIFE 180MG TAB 30'S                             ,22
TELMICARD 40MG TAB 28'S                           ,38
TELMICARD 80MG TAB 28'S                           ,43.5
TELSWIFT 40MG TAB 28'S                            ,38.5
TELSWIFT 80MG TAB 28'S                            ,56.5
TENORMIN 50MG TAB 28'S                            ,29.5
TERFINA CREAM 1% 15GM                             ,22.5
TERRY NATURALLY BRONCHIAL CLEAR TAB 90'S          ,0
TESTO PLUS+ 125MG CAP 30'S (QUEST)                ,280
TESTOVIT FORTE CAP 30'S                           ,75.5
THEALOZ DUO EYE GEL 30'S                          ,54.5
THIOTACID 600MG TAB 20'S                          ,70
TIDILOR SYRUP 100ML                               ,18
TOBRASON EYE OINTMENT 5GM                         ,16.5
TOBRIN 0.3% EYE DROPS 5ML                         ,7.5
TODAY CONTRACEPT PESSARY 5'S                      ,18
TOLERO 5MG                                        ,156
TOPFEROL 50000 IU TAB 8'S                         ,16
TOPIDIC 2% OINTMENT 15GM (FUSIDIC ACID)           ,10.5
TOULACOUGH SYRUP 180ML W/ STRAWBERRY              ,42
TOULARYNX THYM SYRUP 180ML                        ,45
TOURNES 100MG TAB 4'S                             ,53.5
TOURNES 50MG TAB 4'S                              ,38.5
TOVAST 10MG TAB 30'S                              ,91.5
TOVAST 20MG TAB 30S                               ,147
TOVAST 40MG TAB 30'S                              ,159
TREFLUCAN 150MG CAP 1'S                           ,15.5
"TRIBULUS CAP 60""S                                 ",90
TRILAGAVIT TAB 30'S                               ,35
TRINOVIT 400MG VIT-E S/G 30'S                     ,54
TRIPHALA 60'S                                     ,35
TRIPLIXAM 10MG/2.5MG/10MG 30'S                    ,199
TRIPLIXAM 10MG/2.5MG/5MG 30'S                     ,194
TRIPLIXAM 5MG/1.25MG/10MG 30'S                    ,188.5
TRIPLIXAM 5MG/1.25MG/5MG 30'S                     ,188.5
TRIPOFED EXPECTORANT SYRUP 100ML                  ,6.5
TRIPOFED SYRUP 100ML                              ,6.5
TRITACE 10MG TAB 28'S                             ,118
TRITACE 2.5MG TAB 28'S                            ,98
TRITACE 5MG TAB 28'S                              ,99
TRITRON PLUS CAP 30'S                             ,120
"TRIVIT VIT B1,6,12 TABLETS 20""S                   ",12.5
TROPEX EAR DROPS 10ML                             ,16
TROXIMETACIN GEL 40GM (INDOMETHACIN+TROXERUTIN)   ,39.5
TRUDI BABY CARE BATH MILK 250ML                   ,0
TT Vaccine                                        ,4
TUSSEX COUGH ORAL DROP 50ML (HERBAMED)            ,67.5
TWYNSTA 80MG/10MG TAB 28'S                        ,147
TYRA 20MG TAB 4'S                                 ,57.5
U-CEF 500MG TAB 10'S                              ,57.5
"U-CHILL 5MG CHEWABLE TABLET 20""S                  ",77
ULCERBREX 20MG TAB 28'S                           ,97
UNICAM 20MG CAP 10'S                              ,22
UNICAST 10MG TAB 30'S                             ,78.5
UNIDOX 100MG CAP 10'S                             ,14
UNIFED EXPECTORANT 120ML                          ,6.5
UNISEPT IMPLANTS MOUTHWASH 250ML                  ,55
U-PROSTONE TAB 30'S                               ,33.5
URAL 4GM SACHETS 28'S                             ,29.5
URALKA SYRUP 100ML                                ,15.5
URALKA SYRUP 200ML                                ,22.5
URALYT-U GRANULES 280GM                           ,52.5
URECARE CREAM 100GM                               ,50
"URISOL EFF GRANULES 4G X 14""S                     ",14
URITAB XL 10MG E.R TAB 30'S                       ,85.5
VAGILGOOD SUPPOSITORY 10'S                        ,50
VAGIODIN 200MG VAGINAL SUPPO 10'S                 ,42
"VALDIPINE 10/160 TAB 30""S                         ",160.5
"VALDIPINE 5/160 TAB 30""S                          ",154.5
VALERIAN TAGARA TAB 60'S                          ,61
VALIS 160MG TAB 30'S                              ,74.5
VANGUARD 160MG TAB 28'S                           ,104.5
VANGUARD 80MG TAB 28'S                            ,75
VANGUARD 80MG TAB 28'S                            ,75
VANGUARD PLUS 160MG/12.5MG TAB 28'S               ,93.5
VASCODIPINE 5MG TAB 30'S                          ,35.5
VASTAREL MR 35MG TAB 60'S                         ,62.5
VASTOR 10MG TAB 30'S                              ,64.5
VASTOR 20MG TAB 30'S                              ,103.5
VASTOR 40MG TAB 30'S                              ,121.5
VASULAX TABLET 30'S                               ,27
VELOX 500MG TAB 5'S                               ,39
VELOX 750MG TAB 5'S                               ,58.5
VENTAMOL 2 MG/5ML   SYP 120ML                     ,7.5
VENTOL 2MG TAB 20'S                               ,5
VENTOL 4MG TAB 20'S                               ,8
VENTOL SYRUP 2MG/5ML 120ML                        ,8.5
VERMOX 100MG TAB 6'S                              ,8
VERMOX SUSPENSION 30ML                            ,8.5
VESICARE 10MG TAB 30'S                            ,203
VESICARE 5MG TAB 30'S                             ,158
VIAGRA 100MG TAB 4'S                              ,159
VIASOL 40MG INJ IV VIAL 1'S                       ,18.5
VIECOS OMEGA 3+D3 SYRUP 100ML                     ,99
VIGALIFE 100MG TAB 4S (SILDENAFIL)                ,111.5
VIGALIFE 50MG TAB 4S (SILDENAFIL)                 ,74
VIRAL TRANSPORT MEDIUM                            ,0
VIRODERM 2GM                                      ,10
VISCODRIL EXPECTORANT SYRUP 100ML                 ,6
VISCOFLU NASAL SPRAY 30ML                         ,54
VISCOFLU NEBULISATION SOLUTION AMP 5ML 10'S       ,316
VISCOFLU SACHETS 20'S                             ,60
VITANE DROPS 30ML                                 ,23
VITIFECT SYRUP 120ML                              ,30
VIZOLS 0.21% EYE DROP 10ML                        ,31
VIZOLS 0.4% EYE DROP 10ML                         ,54
VIZOLS 0.4% EYE DROP 10ML                         ,54
VOLTAREN EMULGEL 12HRS 100GM                      ,63.5
VOLTAREN EMULGEL NO MESS APPLICATOR GEL 100GM     ,54
VOMINIL 8MG TAB 10'S                              ,274.5
VOMINORE TAB 20'S                                 ,8
VOMRAN 4MG TAB 10'S (ONDANSETRON)                 ,108.5
VOMRAN 4MG/2ML AMPOULE 5'S                        ,93.5
VOTREX 75MG/3ML IM 100 AMP                        ,299
VOTREX RETARD 100MG TAB 10'S                      ,13
VOVENAC 75 DR TAB 100'S                           ,92
VOX D3 4000 IU TAB                                ,50.4
VOXCAL TABLETS 30'S                               ,34.65
VOXFLORA SB SACHETS 20S                           ,84
VOXPOWER TAB 30'S                                 ,39.9
WAFI 50MG TAB 4'S                                 ,53
WAMLOX 10MG/160MG TAB 28'S                        ,85.5
WARNEX D3 ORAL DROP 15ML                          ,100
XALAFIL 20MG TAB 4'S (TADALAFIL)                  ,57.5
XARELTO 15MG TAB 28'S                             ,491.5
XARELTO 20MG TAB 28'S                             ,491.5
"XATRAL XL 10MG TAB 30""S                           ",171.5
XELORNI 8MG TAB 30'S                              ,14.5
XFLOX 400MG TAB 7'S                               ,50
XIBAX 120MG TAB 7'S                               ,13
XIBAX 60MG TAB 28'S                               ,49.5
XIBAX 90MG TAB 28'S                               ,49.5
XIFAXAN 200MG TAB 12'S                            ,115.5
XIGDUO XR 10MG/500MG TAB 30'S                     ,294
XIGDUO XR 5MG/1000MG TAB 60'S                     ,294
XIGDUO XR 5MG/500MG TAB 30'S                      ,294
X-PILES TABLETS 60'S                              ,30
XTRACAL TAB 30'S                                  ,40
XYLEVO 5MG TAB 30'S (LEVOCETRIZINE)               ,23
XYLO ACINO 0.1% NASAL SPRAY 10ML                  ,15.5
XYZAL 5MG TAB 30'S                                ,58.5
YAZ TABLET 28'S                                   ,48
ZAEER 20MG TAB 4'S                                ,116
ZAHRA 3MG TAB 21'S                                ,19.5
ZAKON 200MG TAB 10'S                              ,56
ZECUF COUGH SYRUP 100ML                           ,32
ZECUF COUGH SYRUP SUGAR FREE 100ML                ,34
ZED 50MG TAB 4'S                                  ,53
ZENON 500MG TAB 10'S                              ,73
ZENTEL 100MG/5ML SUSPENSION 20ML                  ,9.5
ZENTEL 400MG TAB 1'S                              ,7.5
ZERTAZINE 10MG TAB 20'S                           ,13
ZETA 2% CREAM 15GM                                ,10.5
ZETMOL 10MG TAB 28'S                              ,78.5
ZETOP 10MG TAB 10'S                               ,15.5
"ZETRON 250MG CAPSULES  6""S                        ",32.5
ZIFAM ERA-DN CAP 30'S                             ,95
ZIMAX 250MG CAP 6'S                               ,32.5
ZIMAX DS SUSP 300MG/7.5ML 22.5ML                  ,26.5
ZINERYT 40MG+12MG SOLUTION 30ML                   ,43.5
ZINGER SCISSOR LARGE 16CM                         ,0
ZINOXIMOR 500MG TAB 14'S                          ,84.5
ZIQUIN 500MG TAB 10'S                             ,78.5
ZIQUIN 500MG TAB 7'S                              ,55
ZITHROCON 250MG TAB 6'S                           ,32.5
ZITHROCON 500MG TAB 3'S                           ,32.5
ZITHROLAG 200MG/5ML SUSPENSION 15ML               ,19.5
ZITHROLAG 200MG/5ML SUSPENSION 22.5ML             ,26.5
ZITHROLAG 200MG/5ML SUSPENSION 30ML               ,32.5
ZITHROLAG 250MG CAP 6S                            ,50
ZITHROVA 250MG CAP 6'S                            ,32
ZITHROXIR 500MG TAB 3'S                           ,32.5
Z-MYCIN 500MG TAB 3'S                             ,53
ZOCIN 250MG CAP 6'S                               ,40
ZOLIX 5MG TAB 20'S                                ,15.5
ZOVIRAX CREAM 5% 10GM                             ,105.5
ZOXTA 40MG TAB 30'S                               ,32.5
ZOXTA 80MG TAB 30'S                               ,54
ZYFAST 120MG TAB 7'S                              ,13
ZYFAST 90MG TAB 28'S                              ,57.5
ZYHIST 120MG TAB 30'S                             ,16
ZYHIST 180MG TAB 30'S                             ,22
ZYLET DROPS 5ML                                   ,125.5
ZYLORIC 100MG TAB 100'S                           ,52
ZYLORIC 100MG TAB 50'S                            ,26
ZYLORIC 300MG TAB 28'S                            ,41.5
ZYME NASAL SPRAY 30ML                             ,45
ZYME NASAL SPRAY 30ML                             ,45
ZYME NASAL SPRAY 30ML                             ,45
ZYNEX 20MG CAP 14'S                               ,32
ZYNOVATE CREAM 0.1% 15GM                          ,9
ZYNOVATE OINTMENT 0.1% 15GM                       ,9
ZYROSA 10MG TAB 28'S                              ,48
ZYROSA 20MG TAB 28'S                              ,79
ZYRTEC 10MG TAB 20'S                              ,39.5
ZYRTEC ORAL DROPS 10ML                            ,22
ZYRTEC ORAL SOLUTION 75ML                         ,17.5
ZYRTEC PLUS 5MG/120MG TAB 14'S                    ,26.5
ZYVEX ADVANCED ORAL SPRAY 30ML                    ,55
ZYVEX HYPERTONIC NASAL SPRAY 30ML                 ,49
